310.0,344249643008745.0
311.0,345231255759659.94
312.0,346212844768373.94
313.0,347194408984227.5
314.0,348175947355350.4
315.0,349157458828790.06
316.0,350138942350638.3
317.0,351120396866152.3
318.0,352101821319872.25
319.0,353083214655735.94
320.0,354064575817189.4
321.0,355045903747293.2
322.0,356027197388827.2
323.0,357008455684390.3
324.0,357989677576497.94
325.0,358970862007676.25
326.0,359952007920553.1
327.0,360933114257947.0
328.0,361914179962951.4
329.0,362895203979018.2
330.0,363876185250037.94
331.0,364857122720416.7
332.0,365838015335150.9
333.0,366818862039900.8
334.0,367799661781059.3
335.0,368780413505820.5
336.0,369761116162245.25
337.0,370741768699324.4
338.0,371722370067039.75
339.0,372702919216424.06
340.0,373683415099617.44
341.0,374663856669923.25
342.0,375644242881861.2
343.0,376624572691219.1
344.0,377604845055102.4
345.0,378585058931982.8
346.0,379565213281744.0
347.0,380545307065727.2
348.0,381525339246773.44
349.0,382505308789266.56
350.0,383485214659172.0
351.0,384465055824076.3
352.0,385444831253224.4
353.0,386424539917555.6
354.0,387404180789737.7
355.0,388383752844201.3
356.0,389363255057171.0
357.0,390342686406696.8
358.0,391322045872683.6
359.0,392301332436919.8
360.0,393280545083104.8
361.0,394259682796875.4
362.0,395238744565830.9
363.0,396217729379557.6
364.0,397196636229652.0
365.0,398175464109743.25
366.0,399154212015514.3
367.0,400132878944722.7
368.0,401111463897220.06
369.0,402089965874970.8
370.0,403068383882069.75
371.0,404046716924760.56
372.0,405024964011449.94
373.0,406003124152725.06
374.0,406981196361367.75
375.0,407959179652368.2
376.0,408937073042938.8
377.0,409914875552527.3
378.0,410892586202827.9
379.0,411870204017793.4
380.0,412847728023645.9
381.0,413825157248886.9
382.0,414802490724307.4
383.0,415779727482996.25
384.0,416756866560349.4
385.0,417733906994076.94
386.0,418710847824212.06
387.0,419687688093116.6
388.0,420664426845488.6
389.0,421641063128367.5
390.0,422617595991140.1
391.0,423594024485546.3
392.0,424570347665682.3
393.0,425546564588006.3
394.0,426522674311341.75
395.0,427498675896881.0
396.0,428474568408188.2
397.0,429450350911202.4
398.0,430426022474239.25
399.0,431401582167994.0
400.0,432377029065542.56
401.0,433352362242342.8
402.0,434327580776236.0
403.0,435302683747447.25
404.0,436277670238586.06
405.0,437252539334647.0
406.0,438227290123008.6
407.0,439201921693433.9
408.0,440176433138069.06
409.0,441150823551443.25
410.0,442125092030467.1
411.0,443099237674430.9
412.0,444073259585004.2
413.0,445047156866232.6
414.0,446020928624537.0
415.0,446994573968710.5
416.0,447968092009916.3
417.0,448941481861685.1
418.0,449914742639912.2
419.0,450887873462854.5
420.0,451860873451127.8
421.0,452833741727702.6
422.0,453806477417901.6
423.0,454779079649394.9
424.0,455751547552197.8
425.0,456723880258665.4
426.0,457696076903488.94
427.0,458668136623692.2
428.0,459640058558626.5
429.0,460611841849966.4
430.0,461583485641705.25
431.0,462554989080150.56
432.0,463526351313918.9
433.0,464497571493930.9
434.0,465468648773407.1
435.0,466439582307861.6
436.0,467410371255097.9
437.0,468381014775202.8
438.0,469351512030541.8
439.0,470321862185752.8
