140.0,177257324889092.0
141.0,178252719304273.66
142.0,179247349407222.4
143.0,180241248001004.28
144.0,181234446541554.9
145.0,182226975155752.62
146.0,183218862735543.0
147.0,184210136999411.47
148.0,185200824549115.5
149.0,186190950922289.2
150.0,187180540641416.88
151.0,188169617259593.6
152.0,189158203403411.6
153.0,190146320813264.4
154.0,191133990381313.1
155.0,192121232187322.8
156.0,193108065532553.25
157.0,194094508971855.7
158.0,195080580344120.03
159.0,196066296801187.88
160.0,197051674835343.72
161.0,198036730305478.1
162.0,199021478462011.1
163.0,200005933970652.47
164.0,200990110935072.53
165.0,201974022918545.2
166.0,202957682964625.7
167.0,203941103616914.16
168.0,204924296937959.44
169.0,205907274527345.6
170.0,206890047539006.8
171.0,207872626697809.28
172.0,208855022315439.2
173.0,209837244305629.25
174.0,210819302198758.9
175.0,211801205155856.5
176.0,212782961982033.6
177.0,213764581139377.8
178.0,214746070759330.28
179.0,215727438654569.8
180.0,216708692330428.44
181.0,217689838995859.03
182.0,218670885573973.6
183.0,219651838712174.0
184.0,220632704791890.75
185.0,221613489937948.25
186.0,222594200027573.0
187.0,223574840699058.5
188.0,224555417360103.6
189.0,225535935195836.44
190.0,226516399176538.8
191.0,227496814065081.44
192.0,228477184424085.1
193.0,229457514622815.03
194.0,230437808843823.88
195.0,231418071089350.5
196.0,232398305187484.62
197.0,233378514798109.03
198.0,234358703418626.1
199.0,235338874389476.9
200.0,236319030899465.03
201.0,237299175990886.53
202.0,238279312564479.56
203.0,239259443384197.6
204.0,240239571081813.2
205.0,241219698161360.75
206.0,242199827003421.7
207.0,243179959869260.9
208.0,244160098904818.4
209.0,245140246144561.97
210.0,246120403515206.38
211.0,247100572839304.72
212.0,248080755838715.2
213.0,249060954137949.44
214.0,250041169267405.9
215.0,251021402666493.44
216.0,252001655686647.7
217.0,252981929594246.47
218.0,253962225573425.7
219.0,254942544728799.75
220.0,255922888088092.6
221.0,256903256604677.75
222.0,257883651160035.97
223.0,258864072566128.62
224.0,259844521567694.47
225.0,260824998844468.2
226.0,261805505013326.9
227.0,262786040630365.03
228.0,263766606192901.47
229.0,264747202141420.0
230.0,265727828861447.28
231.0,266708486685368.72
232.0,267689175894185.03
233.0,268669896719212.16
234.0,269650649343725.75
235.0,270631433904552.5
236.0,271612250493610.1
237.0,272593099159397.2
238.0,273573979908435.9
239.0,274554892706668.1
240.0,275535837480806.3
241.0,276516814119642.1
242.0,277497822475312.44
243.0,278478862364525.44
244.0,279459933569748.16
245.0,280441035840355.7
246.0,281422168893744.1
247.0,282403332416408.75
248.0,283384526064987.8
249.0,284365749467273.9
250.0,285347002223192.44
251.0,286328283905751.7
252.0,287309594061959.9
253.0,288290932213716.8
254.0,289272297858675.2
255.0,290253690471076.5
256.0,291235109502560.6
257.0,292216554382949.5
258.0,293198024521007.8
259.0,294179519305178.75
260.0,295161038104297.8
261.0,296142580268284.7
262.0,297124145128812.75
263.0,298105731999959.1
264.0,299087340178834.06
265.0,300068968946190.8
266.0,301050617567017.44
267.0,302032285291109.7
268.0,303013971353626.94
269.0,303995674975630.6
270.0,304977395364606.44
271.0,305959131714970.75
272.0,306940883208560.7
273.0,307922649015110.9
274.0,308904428292713.6
275.0,309886220188266.6
276.0,310868023837906.7
277.0,311849838367429.6
278.0,312831662892697.9
279.0,313813496520036.0
280.0,314795338346613.6
281.0,315777187460816.8
282.0,316759042942608.4
283.0,317740903863877.44
284.0,318722769288777.94
285.0,319704638274056.5
286.0,320686509869372.0
287.0,321668383117603.25
288.0,322650257055149.1
289.0,323632130712218.8
290.0,324614003113112.94
291.0,325595873276496.9
292.0,326577740215665.6
293.0,327559602938800.1
294.0,328541460449216.25
295.0,329523311745606.25
296.0,330505155822272.75
297.0,331486991669355.2
298.0,332468818273050.8
299.0,333450634615826.75
300.0,334432439676627.9
301.0,335414232431076.3
302.0,336396011851666.9
303.0,337377776907954.8
304.0,338359526566738.44
305.0,339341259792237.0
306.0,340322975546261.44
307.0,341304672788381.6
308.0,342286350476086.94
309.0,343268007564943.6
