lbd,S
6e-07,-26.3870566
6.00022e-07,-26.4668678
6.00044e-07,-26.5587643
6.00066e-07,-26.5528212
6.00088e-07,-26.573946
6.0011e-07,-26.6585559
6.00132e-07,-26.6773939
6.00154e-07,-26.6908254
6.00176e-07,-26.5742011
6.00198e-07,-26.5889765
6.0022e-07,-26.6353032
6.00242e-07,-26.6835455
6.00264e-07,-26.67531
6.00286e-07,-26.7165033
6.00308e-07,-26.8246802
6.0033e-07,-26.8346589
6.00352e-07,-26.9017622
6.00374e-07,-26.9202459
6.00396e-07,-26.9679313
6.00418e-07,-27.0557869
6.0044e-07,-27.0422638
6.00462e-07,-27.0446859
6.00484e-07,-27.0245245
6.00506e-07,-27.0411345
6.00528e-07,-27.037231
6.0055e-07,-27.0469129
6.00572e-07,-27.0694954
6.00594e-07,-26.9666214
6.00616e-07,-26.9561839
6.00638e-07,-26.8801168
6.0066e-07,-26.8417809
6.00682e-07,-26.8334614
6.00704e-07,-26.7837147
6.00726e-07,-26.7418001
6.00748e-07,-26.7166419
6.0077e-07,-26.7460817
6.00792e-07,-26.7487421
6.00814e-07,-26.785026
6.00836e-07,-26.8631028
6.00858e-07,-26.8840384
6.0088e-07,-26.8299444
6.00902e-07,-26.8360902
6.00924e-07,-26.8165793
6.00946e-07,-26.7396818
6.00968e-07,-26.7514011
6.0099e-07,-26.8297038
6.01012e-07,-26.7886818
6.01034e-07,-26.9172998
6.01056e-07,-27.0374166
6.01078e-07,-27.0777785
6.011e-07,-27.1520969
6.01122e-07,-27.0898721
6.01144e-07,-27.1532603
6.01166e-07,-27.0845632
6.01188e-07,-26.999237
6.0121e-07,-26.8932637
6.01232e-07,-26.8799763
6.01254e-07,-27.0125584
6.01276e-07,-26.989531
6.01298e-07,-26.9974082
6.0132e-07,-27.0290635
6.01342e-07,-27.0102557
6.01364e-07,-27.1145818
6.01386e-07,-27.0995114
6.01408e-07,-27.1292225
6.0143e-07,-27.0985157
6.01452e-07,-27.1243291
6.01474e-07,-27.166628
6.01496e-07,-27.0561974
6.01518e-07,-27.172417
6.0154e-07,-27.171534
6.01562e-07,-27.181041
6.01584e-07,-27.1511272
6.01606e-07,-27.0800934
6.01628e-07,-27.138732
6.0165e-07,-27.1504869
6.01672e-07,-27.1755168
6.01694e-07,-27.1380954
6.01716e-07,-27.0842382
6.01738e-07,-27.0986655
6.0176e-07,-27.1225093
6.01782e-07,-27.1063302
6.01804e-07,-26.979697
6.01826e-07,-27.0589728
6.01848e-07,-27.0547517
6.0187e-07,-27.1252108
6.01892e-07,-27.1770782
6.01914e-07,-27.2504506
6.01936e-07,-27.3249084
6.01958e-07,-27.1746032
6.0198e-07,-27.0949521
6.02002e-07,-27.1653895
6.02024e-07,-27.2104221
6.02046e-07,-27.31049
6.02068e-07,-27.3437293
6.0209e-07,-27.3680883
