lbd,S
6e-07,-27.9787143
6.00022e-07,-27.9394165
6.00044e-07,-27.9740201
6.00066e-07,-28.10055
6.00088e-07,-28.0216106
6.0011e-07,-28.0810465
6.00132e-07,-28.0609883
6.00154e-07,-28.2563456
6.00176e-07,-28.2220202
6.00198e-07,-28.191219
6.0022e-07,-28.1034578
6.00242e-07,-27.9942694
6.00264e-07,-28.058376
6.00286e-07,-28.0136897
6.00308e-07,-28.0859331
6.0033e-07,-28.1968285
6.00352e-07,-28.1388211
6.00374e-07,-28.1514535
6.00396e-07,-28.1320303
6.00418e-07,-28.0959179
6.0044e-07,-28.145144
6.00462e-07,-28.1168772
6.00484e-07,-28.0947505
6.00506e-07,-28.0569432
6.00528e-07,-28.0044122
6.0055e-07,-27.9863281
6.00572e-07,-27.9788593
6.00594e-07,-28.0391905
6.00616e-07,-28.1268708
6.00638e-07,-28.278813
6.0066e-07,-28.3072894
6.00682e-07,-28.2869989
6.00704e-07,-28.2886389
6.00726e-07,-28.371242
6.00748e-07,-28.3572543
6.0077e-07,-28.4226031
6.00792e-07,-28.3932492
6.00814e-07,-28.3732801
6.00836e-07,-28.3615339
6.00858e-07,-28.2838043
6.0088e-07,-28.3256353
6.00902e-07,-28.3737786
6.00924e-07,-28.3000701
6.00946e-07,-28.3434045
6.00968e-07,-28.3283735
6.0099e-07,-28.3712741
6.01012e-07,-28.4157085
6.01034e-07,-28.4563405
6.01056e-07,-28.4408205
6.01078e-07,-28.4958342
6.011e-07,-28.4425068
6.01122e-07,-28.2605997
6.01144e-07,-28.2292402
6.01166e-07,-28.2577729
6.01188e-07,-28.3816353
6.0121e-07,-28.5525589
6.01232e-07,-28.5284335
6.01254e-07,-28.5908236
6.01276e-07,-28.5644015
6.01298e-07,-28.5731485
6.0132e-07,-28.5681934
6.01342e-07,-28.5490787
6.01364e-07,-28.4735713
6.01386e-07,-28.4932595
6.01408e-07,-28.4213518
6.0143e-07,-28.4031939
6.01452e-07,-28.4001707
6.01474e-07,-28.4302918
6.01496e-07,-28.5199535
6.01518e-07,-28.4545842
6.0154e-07,-28.4711169
6.01562e-07,-28.4581274
6.01584e-07,-28.3609631
6.01606e-07,-28.3069541
6.01628e-07,-28.2966702
6.0165e-07,-28.2996758
6.01672e-07,-28.2402236
6.01694e-07,-28.0965092
6.01716e-07,-28.0579977
6.01738e-07,-28.0215916
6.0176e-07,-28.0240621
6.01782e-07,-28.0846596
6.01804e-07,-28.1934091
6.01826e-07,-28.2707439
6.01848e-07,-28.2631274
6.0187e-07,-28.3178634
6.01892e-07,-28.2775166
6.01914e-07,-28.4198912
6.01936e-07,-28.4709515
6.01958e-07,-28.545642
6.0198e-07,-28.7405474
6.02002e-07,-28.6478999
6.02024e-07,-28.7064077
6.02046e-07,-28.6354866
6.02068e-07,-28.5740106
6.0209e-07,-28.5789684
6.02112e-07,-28.6794299
6.02134e-07,-28.803402
6.02156e-07,-28.7983641
6.02178e-07,-28.709173
6.022e-07,-28.6757754
6.02222e-07,-28.6498288
6.02244e-07,-28.6617974
6.02266e-07,-28.7740737
6.02288e-07,-28.7624391
6.0231e-07,-28.6084511
6.02332e-07,-28.5840762
6.02354e-07,-28.5496901
6.02376e-07,-28.6168215
6.02398e-07,-28.6706455
6.0242e-07,-28.7371936
6.02442e-07,-28.7688333
