lbd,S
6e-07,-29.8330272
6.00022e-07,-29.7864678
6.00044e-07,-29.7762766
6.00066e-07,-29.7148316
6.00088e-07,-29.7406025
6.0011e-07,-29.8665565
6.00132e-07,-29.9578558
6.00154e-07,-30.0809944
6.00176e-07,-30.2600343
6.00198e-07,-30.2062253
6.0022e-07,-30.2144149
6.00242e-07,-30.1610094
6.00264e-07,-30.0919408
6.00286e-07,-30.176845
6.00308e-07,-30.1997531
6.0033e-07,-30.2562058
6.00352e-07,-30.2473608
6.00374e-07,-30.2286635
6.00396e-07,-30.2211435
6.00418e-07,-30.2913548
6.0044e-07,-30.2164094
6.00462e-07,-30.1628489
6.00484e-07,-30.1886284
6.00506e-07,-30.222331
6.00528e-07,-30.1350471
6.0055e-07,-30.1544574
6.00572e-07,-30.0730273
6.00594e-07,-30.0642338
6.00616e-07,-30.2203838
6.00638e-07,-30.1589181
6.0066e-07,-30.0629859
6.00682e-07,-30.275562
6.00704e-07,-30.2730315
6.00726e-07,-30.2654635
6.00748e-07,-30.3448728
6.0077e-07,-30.3700595
6.00792e-07,-30.370975
6.00814e-07,-30.4510883
6.00836e-07,-30.3552045
6.00858e-07,-30.2478204
6.0088e-07,-30.2130291
6.00902e-07,-30.1950757
6.00924e-07,-30.2516593
6.00946e-07,-30.2472156
6.00968e-07,-30.1735649
6.0099e-07,-30.1601683
6.01012e-07,-30.166861
6.01034e-07,-30.3189372
6.01056e-07,-30.3332072
6.01078e-07,-30.278595
6.011e-07,-30.440603
6.01122e-07,-30.2444521
6.01144e-07,-30.2139673
6.01166e-07,-30.4090259
6.01188e-07,-30.1878081
6.0121e-07,-30.2279756
6.01232e-07,-30.2516461
6.01254e-07,-30.2070598
6.01276e-07,-30.1480049
6.01298e-07,-30.1409724
6.0132e-07,-30.1735787
6.01342e-07,-30.1776287
6.01364e-07,-30.3248543
6.01386e-07,-30.2727937
6.01408e-07,-30.3229535
6.0143e-07,-30.458076
6.01452e-07,-30.3708641
6.01474e-07,-30.4561076
6.01496e-07,-30.7175366
6.01518e-07,-30.7081558
6.0154e-07,-30.8489482
6.01562e-07,-30.8195914
6.01584e-07,-30.6836788
6.01606e-07,-30.7138821
6.01628e-07,-30.6117838
6.0165e-07,-30.7186271
6.01672e-07,-30.757222
6.01694e-07,-30.6906648
6.01716e-07,-30.5584468
6.01738e-07,-30.5981886
6.0176e-07,-30.4963468
6.01782e-07,-30.6082973
6.01804e-07,-30.5544887
6.01826e-07,-30.7112412
6.01848e-07,-30.7538591
6.0187e-07,-30.6700794
6.01892e-07,-30.6842922
6.01914e-07,-30.6309478
6.01936e-07,-30.6925046
6.01958e-07,-30.6405714
6.0198e-07,-30.5803545
6.02002e-07,-30.6121236
6.02024e-07,-30.6650717
6.02046e-07,-30.7161975
6.02068e-07,-30.7993332
6.0209e-07,-31.0525267
6.02112e-07,-30.9569809
6.02134e-07,-30.9623517
6.02156e-07,-30.9509627
6.02178e-07,-30.7665616
6.022e-07,-30.5856777
6.02222e-07,-30.5779226
6.02244e-07,-30.5142725
6.02266e-07,-30.6284636
6.02288e-07,-30.7587036
6.0231e-07,-30.7679291
6.02332e-07,-30.7617956
6.02354e-07,-30.6639336
6.02376e-07,-30.6504229
6.02398e-07,-30.5382958
6.0242e-07,-30.5807546
6.02442e-07,-30.6901642
6.02464e-07,-30.6923206
6.02486e-07,-30.740646
6.02508e-07,-30.6850556
6.0253e-07,-30.7519154
6.02552e-07,-30.7798647
6.02574e-07,-30.6859736
6.02596e-07,-30.9712315
6.02618e-07,-30.9177244
6.0264e-07,-30.9275497
6.02662e-07,-30.9433154
6.02684e-07,-30.852565
6.02706e-07,-30.8333511
6.02728e-07,-30.699122
6.0275e-07,-30.8331474
6.02772e-07,-30.924181
6.02794e-07,-30.8683751
6.02816e-07,-30.8444843
6.02838e-07,-30.7758716
6.0286e-07,-30.8885738
6.02882e-07,-31.0208572
6.02904e-07,-31.1282291
6.02926e-07,-30.9718627
6.02948e-07,-30.8970399
6.0297e-07,-30.8511959
6.02992e-07,-30.6168146
6.03014e-07,-30.6177042
6.03036e-07,-30.7660974
6.03058e-07,-30.7488396
