lbd,S
6e-07,-27.6107171
6.00022e-07,-27.5648805
6.00044e-07,-27.4589396
6.00066e-07,-27.5047658
6.00088e-07,-27.4650051
6.0011e-07,-27.5479767
6.00132e-07,-27.6032889
6.00154e-07,-27.6108934
6.00176e-07,-27.6691912
6.00198e-07,-27.6957748
6.0022e-07,-27.6574027
6.00242e-07,-27.5967364
6.00264e-07,-27.7207731
6.00286e-07,-27.7178522
6.00308e-07,-27.702166
6.0033e-07,-27.742318
6.00352e-07,-27.825036
6.00374e-07,-27.7665095
6.00396e-07,-27.8313696
6.00418e-07,-27.8090609
6.0044e-07,-27.8330019
6.00462e-07,-27.8480306
6.00484e-07,-27.9300853
6.00506e-07,-28.0559222
6.00528e-07,-28.1830863
6.0055e-07,-28.1041514
6.00572e-07,-28.0431504
6.00594e-07,-27.9992439
6.00616e-07,-27.9726122
6.00638e-07,-27.9249031
6.0066e-07,-27.9381728
6.00682e-07,-27.9763717
6.00704e-07,-28.0291424
6.00726e-07,-27.972915
6.00748e-07,-27.8551338
6.0077e-07,-27.7451504
6.00792e-07,-27.6569019
6.00814e-07,-27.6406745
6.00836e-07,-27.6173107
6.00858e-07,-27.6110704
6.0088e-07,-27.5945
6.00902e-07,-27.6104487
6.00924e-07,-27.5613868
6.00946e-07,-27.6185652
6.00968e-07,-27.6807215
6.0099e-07,-27.6798753
6.01012e-07,-27.7035188
6.01034e-07,-27.6175965
6.01056e-07,-27.6535116
6.01078e-07,-27.6856726
6.011e-07,-27.7016554
6.01122e-07,-27.7349937
6.01144e-07,-27.831273
6.01166e-07,-27.8274244
6.01188e-07,-27.8061434
6.0121e-07,-27.8784649
6.01232e-07,-28.0477137
6.01254e-07,-28.0958239
6.01276e-07,-28.080503
6.01298e-07,-27.9956833
6.0132e-07,-27.8931359
6.01342e-07,-27.8447562
6.01364e-07,-27.8553443
6.01386e-07,-27.8484005
6.01408e-07,-27.9160401
6.0143e-07,-28.019606
6.01452e-07,-28.0268472
6.01474e-07,-28.0619997
6.01496e-07,-28.0543988
6.01518e-07,-27.8973088
6.0154e-07,-27.9904467
6.01562e-07,-28.0085507
6.01584e-07,-27.9961935
6.01606e-07,-27.9191724
6.01628e-07,-27.921229
6.0165e-07,-27.8059008
6.01672e-07,-27.8132378
6.01694e-07,-27.8632091
6.01716e-07,-27.9047553
6.01738e-07,-27.9225761
6.0176e-07,-27.8996016
6.01782e-07,-27.9223155
6.01804e-07,-27.9116888
6.01826e-07,-27.8741157
6.01848e-07,-27.8644609
6.0187e-07,-27.8998781
6.01892e-07,-27.9492165
6.01914e-07,-28.0115141
6.01936e-07,-28.073952
6.01958e-07,-28.0065362
6.0198e-07,-28.1306817
6.02002e-07,-28.2119354
6.02024e-07,-28.2980978
6.02046e-07,-28.2290306
6.02068e-07,-28.1438221
6.0209e-07,-28.0949228
6.02112e-07,-27.998112
6.02134e-07,-28.0376501
6.02156e-07,-27.9864401
6.02178e-07,-27.9896175
6.022e-07,-28.0306289
6.02222e-07,-27.9596423
6.02244e-07,-27.905806
6.02266e-07,-27.913242
6.02288e-07,-27.9068743
6.0231e-07,-27.9803882
6.02332e-07,-28.0587962
6.02354e-07,-28.1040126
6.02376e-07,-28.0757631
6.02398e-07,-28.1014566
6.0242e-07,-28.122932
6.02442e-07,-28.0769057
6.02464e-07,-28.0618892
6.02486e-07,-27.9869352
6.02508e-07,-28.0150546
6.0253e-07,-27.9380881
6.02552e-07,-27.9273763
6.02574e-07,-27.9466741
6.02596e-07,-27.9926673
6.02618e-07,-28.0144735
6.0264e-07,-28.0882481
6.02662e-07,-28.124803
6.02684e-07,-28.0791478
6.02706e-07,-28.208018
6.02728e-07,-28.2888852
6.0275e-07,-28.3338654
6.02772e-07,-28.2660936
6.02794e-07,-28.1830207
6.02816e-07,-28.0863561
6.02838e-07,-27.9902969
6.0286e-07,-27.9524433
6.02882e-07,-27.9281383
6.02904e-07,-27.921364
6.02926e-07,-27.9698069
6.02948e-07,-28.0544142
6.0297e-07,-28.094213
6.02992e-07,-28.1750359
6.03014e-07,-28.1056989
6.03036e-07,-28.1145106
6.03058e-07,-28.2466913
6.0308e-07,-28.3700654
6.03102e-07,-28.4714524
6.03124e-07,-28.5231683
6.03146e-07,-28.4791837
6.03168e-07,-28.3958905
6.0319e-07,-28.3464639
6.03212e-07,-28.4083349
6.03234e-07,-28.5202993
6.03256e-07,-28.5198245
6.03278e-07,-28.4610449
6.033e-07,-28.4791773
6.03322e-07,-28.3432343
6.03344e-07,-28.268914
6.03366e-07,-28.211708
6.03388e-07,-28.2576636
6.0341e-07,-28.3190467
6.03432e-07,-28.3180257
6.03454e-07,-28.3625939
6.03476e-07,-28.2991797
6.03498e-07,-28.4204741
6.0352e-07,-28.5068212
6.03542e-07,-28.4914567
6.03564e-07,-28.5087166
6.03586e-07,-28.3961842
6.03608e-07,-28.3893559
6.0363e-07,-28.3154553
6.03652e-07,-28.3089827
6.03674e-07,-28.3624109
6.03696e-07,-28.4303693
6.03718e-07,-28.4075729
6.0374e-07,-28.3111603
6.03762e-07,-28.3841474
6.03784e-07,-28.3617085
6.03806e-07,-28.4437737
6.03828e-07,-28.394385
6.0385e-07,-28.4473153
6.03872e-07,-28.5282013
6.03894e-07,-28.4611621
6.03916e-07,-28.662509
6.03938e-07,-28.7470776
6.0396e-07,-28.6765686
6.03982e-07,-28.7432709
6.04004e-07,-28.7678251
6.04026e-07,-28.6780342
6.04048e-07,-28.6991608
6.0407e-07,-28.6114971
6.04092e-07,-28.5909135
6.04114e-07,-28.6581195
6.04136e-07,-28.6566106
6.04158e-07,-28.7090307
6.0418e-07,-28.650484
6.04202e-07,-28.6506483
6.04224e-07,-28.5052447
6.04246e-07,-28.5293174
6.04268e-07,-28.4346635
6.0429e-07,-28.4318823
6.04312e-07,-28.4564802
6.04334e-07,-28.5059904
6.04356e-07,-28.4979752
6.04378e-07,-28.5127803
6.044e-07,-28.6059886
6.04422e-07,-28.8317903
6.04444e-07,-28.9159742
6.04466e-07,-28.851541
6.04488e-07,-28.9495048
6.0451e-07,-28.9171394
6.04532e-07,-28.8626152
6.04554e-07,-28.9857914
6.04576e-07,-28.9191234
6.04598e-07,-28.8165767
6.0462e-07,-28.802839
6.04642e-07,-28.6700864
6.04664e-07,-28.6433295
6.04686e-07,-28.6023855
6.04708e-07,-28.5934447
6.0473e-07,-28.6815356
6.04752e-07,-28.7055806
6.04774e-07,-28.7913344
6.04796e-07,-28.8832364
6.04818e-07,-28.8482572
6.0484e-07,-28.9784051
6.04862e-07,-29.0409028
6.04884e-07,-29.1771038
6.04906e-07,-29.1659672
6.04928e-07,-29.2338263
6.0495e-07,-29.1093897
6.04972e-07,-29.057083
6.04994e-07,-28.9508564
6.05016e-07,-28.8519082
6.05038e-07,-28.8971261
6.0506e-07,-28.868701
6.05082e-07,-28.9454732
6.05104e-07,-28.8547293
6.05126e-07,-28.8594421
6.05148e-07,-28.9239947
6.0517e-07,-28.9483655
6.05192e-07,-29.0913141
6.05214e-07,-29.0871789
6.05236e-07,-29.0704918
6.05258e-07,-28.9950108
6.0528e-07,-28.9322993
6.05302e-07,-28.9319554
6.05324e-07,-28.8304084
6.05346e-07,-28.7985402
6.05368e-07,-28.8847102
6.0539e-07,-28.9723203
6.05412e-07,-29.0744075
6.05434e-07,-29.1438606
6.05456e-07,-29.2341767
6.05478e-07,-29.2064658
6.055e-07,-29.2722133
6.05522e-07,-29.2654314
6.05544e-07,-29.2002521
6.05566e-07,-29.1440531
6.05588e-07,-29.1446177
6.0561e-07,-29.0711346
6.05632e-07,-29.1418906
6.05654e-07,-29.0214625
6.05676e-07,-29.0324463
6.05698e-07,-28.9592041
6.0572e-07,-28.9318979
6.05742e-07,-28.924599
6.05764e-07,-28.9505202
6.05786e-07,-29.0356573
6.05808e-07,-29.1320645
