lbd,S
6e-07,-26.250208
6.00022e-07,-26.22688
6.00044e-07,-26.2836171
6.00066e-07,-26.3167242
6.00088e-07,-26.2578094
6.0011e-07,-26.1948279
6.00132e-07,-26.2396183
6.00154e-07,-26.2427532
6.00176e-07,-26.255619
6.00198e-07,-26.1633161
6.0022e-07,-26.098488
6.00242e-07,-26.0786532
6.00264e-07,-26.1601964
6.00286e-07,-26.1417317
6.00308e-07,-26.1574943
6.0033e-07,-26.3132488
6.00352e-07,-26.3485916
6.00374e-07,-26.3689519
6.00396e-07,-26.3794905
6.00418e-07,-26.3878463
6.0044e-07,-26.2876334
6.00462e-07,-26.2379743
6.00484e-07,-26.1755723
6.00506e-07,-26.0431251
6.00528e-07,-26.0912112
6.0055e-07,-26.104611
6.00572e-07,-26.1741327
6.00594e-07,-26.2206408
6.00616e-07,-26.2620196
6.00638e-07,-26.3189623
6.0066e-07,-26.2620179
6.00682e-07,-26.2710899
6.00704e-07,-26.2644416
6.00726e-07,-26.3232349
6.00748e-07,-26.3995875
6.0077e-07,-26.4506677
6.00792e-07,-26.4525633
6.00814e-07,-26.2717109
6.00836e-07,-26.208052
6.00858e-07,-26.1608705
6.0088e-07,-26.1641514
6.00902e-07,-26.1986789
6.00924e-07,-26.2837087
6.00946e-07,-26.3569672
6.00968e-07,-26.2580533
6.0099e-07,-26.3169985
6.01012e-07,-26.3046899
6.01034e-07,-26.2645415
6.01056e-07,-26.3122475
6.01078e-07,-26.3085922
6.011e-07,-26.4321174
6.01122e-07,-26.4379089
6.01144e-07,-26.433347
6.01166e-07,-26.486247
6.01188e-07,-26.4890905
6.0121e-07,-26.5900816
6.01232e-07,-26.6998304
6.01254e-07,-26.6885552
6.01276e-07,-26.5924772
6.01298e-07,-26.6045389
6.0132e-07,-26.5165888
6.01342e-07,-26.5155522
6.01364e-07,-26.5473855
6.01386e-07,-26.5075702
6.01408e-07,-26.5510478
6.0143e-07,-26.6116631
6.01452e-07,-26.5688496
6.01474e-07,-26.5993669
6.01496e-07,-26.570929
6.01518e-07,-26.5805295
6.0154e-07,-26.5900008
6.01562e-07,-26.5466207
6.01584e-07,-26.4860184
6.01606e-07,-26.4484655
6.01628e-07,-26.3614714
6.0165e-07,-26.375129
6.01672e-07,-26.3798242
6.01694e-07,-26.4462635
6.01716e-07,-26.5291255
6.01738e-07,-26.5410351
6.0176e-07,-26.5892047
6.01782e-07,-26.6947535
6.01804e-07,-26.6947741
6.01826e-07,-26.696158
6.01848e-07,-26.6432859
6.0187e-07,-26.6616116
6.01892e-07,-26.6817489
6.01914e-07,-26.751166
6.01936e-07,-26.7619899
6.01958e-07,-26.8777263
6.0198e-07,-26.8744614
6.02002e-07,-26.8744361
6.02024e-07,-26.9364876
6.02046e-07,-26.7960539
6.02068e-07,-26.6718227
6.0209e-07,-26.6235481
6.02112e-07,-26.5740308
6.02134e-07,-26.5998809
6.02156e-07,-26.600865
6.02178e-07,-26.5972787
6.022e-07,-26.538885
6.02222e-07,-26.5962932
6.02244e-07,-26.5824153
6.02266e-07,-26.7039138
6.02288e-07,-26.7652349
6.0231e-07,-26.7861156
6.02332e-07,-26.8245485
6.02354e-07,-26.893678
6.02376e-07,-26.8452418
6.02398e-07,-26.8586772
6.0242e-07,-26.8682867
6.02442e-07,-26.9280189
6.02464e-07,-26.9918861
6.02486e-07,-27.0068256
6.02508e-07,-27.0028338
6.0253e-07,-26.965717
6.02552e-07,-26.9556331
6.02574e-07,-26.9606364
6.02596e-07,-26.9043843
6.02618e-07,-26.886306
6.0264e-07,-26.860277
6.02662e-07,-26.8148898
6.02684e-07,-26.8398017
6.02706e-07,-26.8542896
6.02728e-07,-26.8753494
6.0275e-07,-26.8680301
6.02772e-07,-26.9118828
6.02794e-07,-26.9500611
6.02816e-07,-26.8821157
6.02838e-07,-26.9054812
6.0286e-07,-26.8244406
6.02882e-07,-26.7718902
6.02904e-07,-26.7224241
6.02926e-07,-26.8008989
6.02948e-07,-26.7428397
6.0297e-07,-26.7703302
6.02992e-07,-26.8268335
6.03014e-07,-26.7426836
6.03036e-07,-26.7348963
6.03058e-07,-26.8575603
6.0308e-07,-26.8177859
6.03102e-07,-26.8432905
6.03124e-07,-26.8615063
6.03146e-07,-26.9653853
6.03168e-07,-27.0225335
6.0319e-07,-27.1126622
6.03212e-07,-27.1395052
6.03234e-07,-27.1211806
6.03256e-07,-27.0908667
6.03278e-07,-27.1184931
6.033e-07,-27.093879
6.03322e-07,-27.0983811
6.03344e-07,-27.1688538
6.03366e-07,-27.1583974
6.03388e-07,-27.2375669
6.0341e-07,-27.201541
6.03432e-07,-27.2518781
6.03454e-07,-27.2998906
6.03476e-07,-27.2952038
6.03498e-07,-27.3686278
6.0352e-07,-27.3443543
6.03542e-07,-27.2659392
6.03564e-07,-27.276975
6.03586e-07,-27.3037427
6.03608e-07,-27.3440313
6.0363e-07,-27.340448
6.03652e-07,-27.2659576
6.03674e-07,-27.3356332
6.03696e-07,-27.2642844
6.03718e-07,-27.2912782
6.0374e-07,-27.3403243
6.03762e-07,-27.2905406
6.03784e-07,-27.2189077
6.03806e-07,-27.2452489
6.03828e-07,-27.2495758
6.0385e-07,-27.2731535
6.03872e-07,-27.2357036
6.03894e-07,-27.1990408
6.03916e-07,-27.3015689
6.03938e-07,-27.3438587
6.0396e-07,-27.3113673
6.03982e-07,-27.2521467
6.04004e-07,-27.285535
6.04026e-07,-27.3212828
6.04048e-07,-27.3099703
6.0407e-07,-27.4442799
6.04092e-07,-27.5180742
6.04114e-07,-27.5489653
6.04136e-07,-27.5977107
6.04158e-07,-27.5670468
6.0418e-07,-27.5168809
6.04202e-07,-27.4308684
6.04224e-07,-27.4235697
6.04246e-07,-27.3620045
6.04268e-07,-27.3515392
6.0429e-07,-27.3176381
6.04312e-07,-27.2523424
6.04334e-07,-27.2911994
6.04356e-07,-27.3105773
6.04378e-07,-27.3707906
6.044e-07,-27.4477544
6.04422e-07,-27.4413171
6.04444e-07,-27.4346973
6.04466e-07,-27.5040863
6.04488e-07,-27.5356738
6.0451e-07,-27.5528338
6.04532e-07,-27.5869213
6.04554e-07,-27.5302197
6.04576e-07,-27.499244
6.04598e-07,-27.4391301
6.0462e-07,-27.4431546
6.04642e-07,-27.3529926
6.04664e-07,-27.3219672
6.04686e-07,-27.3897968
6.04708e-07,-27.4169855
6.0473e-07,-27.5089742
6.04752e-07,-27.5444386
6.04774e-07,-27.5450028
6.04796e-07,-27.5177042
6.04818e-07,-27.541571
6.0484e-07,-27.5620481
6.04862e-07,-27.5683809
6.04884e-07,-27.6494955
6.04906e-07,-27.6670844
6.04928e-07,-27.7797346
6.0495e-07,-27.6961323
6.04972e-07,-27.7408828
6.04994e-07,-27.8092757
6.05016e-07,-27.849934
6.05038e-07,-27.7541397
6.0506e-07,-27.6741717
6.05082e-07,-27.6613137
6.05104e-07,-27.6115395
6.05126e-07,-27.5617152
6.05148e-07,-27.5850531
6.0517e-07,-27.6364299
6.05192e-07,-27.6207867
6.05214e-07,-27.6315362
6.05236e-07,-27.5482879
6.05258e-07,-27.5200214
6.0528e-07,-27.498389
6.05302e-07,-27.555613
6.05324e-07,-27.5329668
6.05346e-07,-27.5433748
6.05368e-07,-27.6429276
6.0539e-07,-27.69974
6.05412e-07,-27.6993394
6.05434e-07,-27.6592814
6.05456e-07,-27.5441257
6.05478e-07,-27.4782802
6.055e-07,-27.440166
6.05522e-07,-27.5623146
6.05544e-07,-27.5508563
6.05566e-07,-27.6150782
6.05588e-07,-27.6986795
6.0561e-07,-27.6893557
6.05632e-07,-27.6922869
6.05654e-07,-27.6993756
6.05676e-07,-27.7320116
6.05698e-07,-27.8075858
6.0572e-07,-27.8592345
6.05742e-07,-27.8144284
6.05764e-07,-27.7782824
6.05786e-07,-27.7133962
6.05808e-07,-27.6638357
6.0583e-07,-27.6643292
6.05852e-07,-27.6749542
6.05874e-07,-27.6909357
6.05896e-07,-27.7471968
6.05918e-07,-27.8884449
6.0594e-07,-27.9518334
6.05962e-07,-27.9799531
